"id","main_id","ra","dec","distance_ly","x","y","z","spectral_type","diameter_solar","diameter_km","temperature","mass"
"431","G 107-65","110.81206405392","46.08741210339","55.37","-13.6445","35.8967","39.8885","M1V","0.46","640320.0","3000.0","0.3"
"432","G  13-33","185.7107877","-4.0794931","55.38","-54.9655","-5.4967","-3.9398","M4.5V","0.34","473280.0","3000.0","0.3"
"433","2MASSI J0755480+221218","118.949812","22.204706","55.38","-24.8184","44.8661","20.929","T5.2","","","",""
"434","LSPM J1438+6408","219.534453246577","64.1434200209208","55.4","-18.634","-15.3795","49.8538","L0.2V","","","",""
"435","LP  444-35","243.635927978663","19.1030197583489","55.4","-23.2469","-46.9044","18.1306","M3.5V","0.38","528960.0","3000.0","0.3"
"436","BD-13  5069","280.238782309054","-13.3796096001436","55.43","9.5853","-53.0668","-12.8266","dM1.0","","","",""
"437","L   88-43","28.4043542200567","-66.8927067570142","55.44","19.1383","10.3499","-50.9921","M3","0.38","528960.0","3000.0","0.3"
"438","HD   7924","20.49630719621","76.7102884042","55.46","11.9418","4.464","53.9748","K0.5V","0.9","1252800.0","4000.0","0.7"
"439","2MASS J10452400-0149576","161.349923049112","-1.83271190807667","55.47","-52.5303","17.7295","-1.774","L1","","","",""
"440","G 273-147","357.631845241013","-9.55907093575722","55.47","54.6531","-2.2602","-9.2116","dM4.0","","","",""
"441","RX J0429.3-3124","67.32694689028","-31.39909529614","55.48","18.2542","43.6958","-28.9049","M5.0Ve","0.3","417600.0","3000.0","0.3"
"442","LEHPM 2421","35.69861474156","-27.54308963205","55.49","39.956","28.7098","-25.6594","M6.5V","0.26","361920.0","3000.0","0.3"
"443","L   46-163","312.923253761257","-79.3111055148031","55.51","7.0116","-7.5393","-54.5468","M2.5V","0.42","584640.0","3000.0","0.3"
"444","2MASSW J0015447+351603","3.93656063401","35.26740054293","55.52","45.2233","3.112","32.0569","L1.0V","","","",""
"445","LSPM J2004+0321","301.237904139335","3.35214558931417","55.52","28.743","-47.3896","3.2464","M5V","0.3","417600.0","3000.0","0.3"
"446","LSPM J1136+5624","174.06718317419","56.40042643256","55.55","-30.5759","3.1774","46.269","dM5.0","","","",""
"447","EGGR 374","277.584463141197","54.7908910823089","55.56","4.2281","-31.7535","45.3955","DQ7P","","","",""
"448","2MASS J22443167+2043433","341.131974","20.728695","55.56","49.1712","-16.8044","19.6651","L6-L8gamma","","","",""
"449","SCR J1118-4721","169.613331536357","-47.3658227050417","55.56","-37.015","6.7846","-40.8751","DC","","","",""
"450","* gam CrA A","286.605061183137","-37.0632756524867","55.57","12.6721","-42.494","-33.4919","F8V","1.26","1753920.0","6500.0","1.3"
"451","PM J07498-0317B","117.46154443123","-3.28882709858","55.6","-25.5979","49.2538","-3.1897","M3.4","0.38","528960.0","3000.0","0.3"
"452","G 200-58","221.502899325983","46.5568789571706","55.63","-28.6486","-25.3487","40.3906","dM4.5","","","",""
"453","L  750-79","145.648639725744","-19.2347615668992","55.63","-43.3639","29.6378","-18.3267","M2.5V","0.42","584640.0","3000.0","0.3"
"454","2MASS J00045753-1709369","1.23978974301","-17.16026390659","55.64","53.1506","1.1503","-16.4163","M5.5V","0.3","417600.0","3000.0","0.3"
"455","LP  771-77","46.0187231687867","-20.3785796481692","55.64","36.2195","37.5309","-19.3751","M3.5V","0.38","528960.0","3000.0","0.3"
"456","HD  53705","105.988813423455","-43.6080349610192","55.64","-11.0972","38.729","-38.3761","G1.5V","1.08","1503360.0","5500.0","1.0"
"457","HD  53706","105.995505218143","-43.6113537466014","55.64","-11.1011","38.7256","-38.3784","K0.5V","0.9","1252800.0","4000.0","0.7"
"458","G 126-30","326.03324639214","17.07703185602","55.65","44.1191","-29.7215","16.342","dM5.5","","","",""
"459","G 155-42","282.005287433828","-14.5808884196839","55.66","11.2045","-52.6892","-14.0122","dM2.5","","","",""
"460","G 126-31","326.03761455775","17.05970853343","55.67","44.1413","-29.7316","16.3318","M4V","0.34","473280.0","3000.0","0.3"
"461","LP  994-96","49.6895060436525","-40.8594914396542","55.68","27.2433","32.1123","-36.4262","M3e","0.38","528960.0","3000.0","0.3"
"462","APMPM J0710-5704","107.406898540389","-57.0617040477689","55.7","-9.0602","28.8991","-46.7466","M4V","0.34","473280.0","3000.0","0.3"
"463","Ross 1051","226.077099203237","60.3845873537583","55.71","-19.0976","-19.8295","48.4322","M1V","0.46","640320.0","3000.0","0.3"
"464","LAWD 23","101.908290479295","37.5158518514289","55.72","-9.1197","43.2451","33.9324","DA2.3","","","",""
"465","HD  65583","120.133873867986","29.2123541949092","55.73","-24.4194","42.0683","27.1989","K0V_Fe-1.3","0.9","1252800.0","4000.0","0.7"
"466","G 174-25","44.5275609705762","50.2370724092064","55.73","25.4122","24.9966","42.8395","sdM3","","","",""
"467","SIPS J2255-5713","343.827410523259","-57.2183890643781","55.74","28.9855","-8.406","-46.8629","L6:+L8","","","",""
"468","GALEX J115052.3+683115","177.71805392769","68.5211031491","55.74","-20.3935","0.8127","51.869","DA7","","","",""
"469","G 173-39","32.2234360640658","49.4490104259625","55.74","30.6564","19.3229","42.3528","M4.0Ve","0.34","473280.0","3000.0","0.3"
"470","LP  443-17","233.711690799058","18.0034577801156","55.75","-31.38","-42.737","17.2309","M5V","0.3","417600.0","3000.0","0.3"
"471","2MASS J18062369-3601237","271.59881076312","-36.02321379773","55.75","1.258","-45.0719","-32.7873","M0","0.5","696000.0","3000.0","0.3"
"472","LP  861-22","241.622775393271","-24.1235206436036","55.76","-24.1869","-44.7752","-22.7894","M4.5","0.34","473280.0","3000.0","0.3"
"473","RX J0705.1-1008","106.29983943384","-10.13132008111","55.76","-15.4058","52.6843","-9.8085","M5.0V","0.3","417600.0","3000.0","0.3"
"474","HD 111395","192.196033936152","24.8402274006061","55.77","-49.4681","-10.6918","23.4284","G5V","1.0","1392000.0","5500.0","1.0"
"475","G   5-32","50.84341079686","11.68704287028","55.78","34.4916","42.3564","11.2991","M3.5Ve","0.38","528960.0","3000.0","0.3"
"476","G 111-64","123.54652246998","48.75828052832","55.79","-20.3245","30.6529","41.9505","DC","","","",""
"477","HD 165185","271.59883132989","-36.01978627702","55.82","1.2597","-45.1304","-32.8258","G1V","1.08","1503360.0","5500.0","1.0"
"478","WT 178","84.4157080537925","-61.9121342736489","55.83","2.5579","26.1614","-49.2547","M4.5","0.34","473280.0","3000.0","0.3"
"479","1RXS J205308.8-013310","313.288071790666","-1.55121170038361","55.84","38.2736","-40.6319","-1.5116","M5.6V","0.3","417600.0","3000.0","0.3"
"480","BD+45  4378","359.681200671061","46.7290936826221","55.84","38.2749","-0.213","40.6583","K7V","0.62","863040.0","4000.0","0.7"
"481","Wolf 1495","207.25421584875","2.79130679","55.85","-49.5908","-25.5456","2.7198","M2V","0.42","584640.0","3000.0","0.3"
"482","2MASS J07420130+2055198","115.505423","20.92219","55.85","-22.4632","47.0836","19.944","T5","","","",""
"483","LP  691-15","282.27668145426","-3.25485578184","55.89","11.8649","-54.5238","-3.1733","M4.5V","0.34","473280.0","3000.0","0.3"
"484","Wolf  944","326.73434526307","46.6350640516","55.9","32.0937","-21.0541","40.639","dM4.5","","","",""
"485","PM J13306-2039","202.670618174802","-20.6510403239608","55.91","-48.2753","-20.1649","-19.7181","dM4.0","","","",""
"486","HD  15285","36.9410895678117","4.43215247101982","55.92","44.5606","33.5071","4.3214","M2V","0.42","584640.0","3000.0","0.3"
"487","HD  62613","119.071787406349","80.2655423249786","55.95","-4.5967","8.2683","55.1444","G9","0.92","1280640.0","5500.0","1.0"
"488","L  433-153","359.936554216045","-44.0834250703943","55.98","40.212","-0.0445","-38.9456","M7V","0.22","306240.0","3000.0","0.3"
"489","G 235-55","151.997218069418","69.2460277615575","56.0","-17.5207","9.317","52.3662","M4V","0.34","473280.0","3000.0","0.3"
"490","*  58 Oph","265.857473075892","-21.6831941424331","56.0","-3.7591","-51.9015","-20.6906","F5V","1.35","1879200.0","6500.0","1.3"
"491","Ross  555","27.9528616666758","-10.8034697089444","56.0","48.5899","25.7845","-10.4967","M2V","0.42","584640.0","3000.0","0.3"
"492","LP  417-212","82.35880693971","15.579219498","56.01","7.174","53.4731","15.0426","K7V","0.62","863040.0","4000.0","0.7"
"493","EGGR 168","32.8368420289975","39.9226434456872","56.01","36.0913","23.2921","35.9446","DAZ6.9","","","",""
"494","LP  417-213","82.36257213228","15.5772892455","56.04","7.1744","53.5027","15.0489","M0.5V","0.5","696000.0","3000.0","0.3"
"495","G 217-60","9.828899980915","55.1369523670603","56.05","31.5688","5.4693","45.9902","M3.5","0.38","528960.0","3000.0","0.3"
"496","G  43-2","147.20916882321","15.64579804176","56.06","-45.3808","29.2357","15.1188","M3.0V","0.38","528960.0","3000.0","0.3"
"497","BD+81   465","212.0540827387","80.5972755153633","56.09","-7.7666","-4.8633","55.3364","M3V","0.38","528960.0","3000.0","0.3"
"498","SSSPM J1444-2019","221.084740430425","-20.3237454963439","56.1","-39.6523","-34.5723","-19.4849","sdL0","","","",""
"499","L  597-18","100.919417812361","-26.4113810522242","56.1","-9.5177","49.3348","-24.954","M3","0.38","528960.0","3000.0","0.3"
"500","MCC 99","47.3784038869683","45.7330629014453","56.12","26.5254","28.8243","40.1873","M2.0V","0.42","584640.0","3000.0","0.3"
"501","LP  430-46","159.036316022031","19.3918474769636","56.18","-49.4852","18.9596","18.6533","M6.5Ve","0.26","361920.0","3000.0","0.3"
"502","HD 124642","213.48782549295","30.2171869121603","56.18","-40.4879","-26.786","28.2742","K3.5V","0.78","1085760.0","4000.0","0.7"
"503","LSPM J0553+2507","88.2575890399","25.12880009378","56.18","1.5465","50.8394","23.8571","M3.0V","0.38","528960.0","3000.0","0.3"
"504","LP  923-18","278.839738629865","-31.393978568965","56.19","7.3707","-47.3944","-29.2705","M4e","0.34","473280.0","3000.0","0.3"
"505","BD+16   502","55.9690178251342","16.6720286917058","56.2","30.1297","44.617","16.1234","K6V","0.66","918720.0","4000.0","0.7"
"506","MCC 428","55.9385300000917","16.6672685229347","56.21","30.1595","44.61","16.1218","M0V","0.5","696000.0","3000.0","0.3"
"507","G 190-17","349.35160029477","38.2115385932861","56.22","43.4132","-8.1625","34.7758","M3.0V","0.38","528960.0","3000.0","0.3"
"508","2MASS J21041491-1037369","316.062354333776","-10.6270421096836","56.22","39.7894","-38.3406","-10.3678","L2","","","",""
"509","LP  467-16","17.8559277","15.4393089","56.23","51.59","16.6193","14.9694","M5V","0.3","417600.0","3000.0","0.3"
"510","G  77-46","50.4455134885613","-6.67339305465","56.24","35.5716","43.0683","-6.5356","M2V","0.42","584640.0","3000.0","0.3"
"511","LP  275-68","248.86428608934","35.01599849506","56.24","-16.6083","-42.9616","32.2708","M4.0Ve","0.34","473280.0","3000.0","0.3"
"512","HD  34673B","79.8026101780346","-3.07339868667583","56.25","9.9442","55.2818","-3.0159","K7V","0.62","863040.0","4000.0","0.7"
"513","BR B1222-1221","186.217442129801","-12.6432513572742","56.26","-54.5729","-5.9453","-12.3142","M8e","0.18","250560.0","3000.0","0.3"
"514","HD  47752","100.315463255733","23.9577156356094","56.29","-9.2113","50.6089","22.8572","K3.5V","0.78","1085760.0","4000.0","0.7"
"515","HD 121271","208.760653899828","-29.0905312822636","56.3","-43.1287","-23.6717","-27.3726","M0Vk","0.5","696000.0","3000.0","0.3"
"516","HD 135204","228.462061341404","-1.35138783519056","56.31","-37.3297","-42.1373","-1.328","G9V","0.92","1280640.0","5500.0","1.0"
"517","HD  79969","139.472732388081","28.5605175774551","56.31","-37.5927","32.1382","26.9211","K3V","0.78","1085760.0","4000.0","0.7"
"518","Ross 1026","205.036632859274","43.7772093927039","56.32","-36.844","-17.2093","38.9653","M3.5V","0.38","528960.0","3000.0","0.3"
"519","L  460-126","133.36937329693","-39.4113811814197","56.32","-29.8805","31.6316","-35.7567","M3","0.38","528960.0","3000.0","0.3"
"520","RX J0448.7+1003","72.19742408207","10.05076110628","56.34","16.9609","52.819","9.8325","M3.0Ve","0.38","528960.0","3000.0","0.3"
"521","HD  67199","120.62994712181","-66.02093952685","56.36","-11.6698","19.7091","-51.4958","K2Vk:","0.82","1141440.0","4000.0","0.7"
"522","* gam CrA B","286.60459258","-37.0637035778344","56.37","12.8541","-43.1056","-33.9743","F8/G1","1.26","1753920.0","6500.0","1.3"
"523","PM J07497-0320","117.42560110137","-3.34277010631","56.4","-25.9334","49.976","-3.2886","M3.5V","0.38","528960.0","3000.0","0.3"
"524","LP  925-37","295.965828025704","-32.40112641137","56.4","20.8495","-42.8126","-30.2216","M2","0.42","584640.0","3000.0","0.3"
"525","L  591-70","69.2342990708954","-29.0577027086875","56.4","17.4795","46.0983","-27.3929","M3.5V","0.38","528960.0","3000.0","0.3"
"526","G 244-37","27.9630546631596","64.4349784164158","56.4","21.4971","11.4124","50.8782","M2.5V","0.42","584640.0","3000.0","0.3"
"527","L  210-11","306.905627561067","-54.8831142452272","56.41","19.486","-25.9476","-46.1423","M4","0.34","473280.0","3000.0","0.3"
"528","EGGR 498","301.395305320311","-10.9484535907525","56.41","28.8513","-47.2748","-10.7137","DA10","","","",""
"529","HD  94765","164.12833046003","7.38847429925","56.43","-53.828","15.3045","7.2567","K0V","0.9","1252800.0","4000.0","0.7"
"530","LP  134-7","215.760722642899","51.7751469370497","56.43","-28.3331","-20.405","44.3308","M7V","0.22","306240.0","3000.0","0.3"
"531","EGGR 268","27.9630781649208","64.4312631470308","56.43","21.5114","11.42","50.9037","DA5.6","","","",""
"532","LP  739-2","209.567379757825","-12.0497333454614","56.44","-48.0085","-27.2365","-11.7825","M4.5V","0.34","473280.0","3000.0","0.3"
"533","HD  53680","105.959223768851","-43.5615024126961","56.44","-11.2451","39.3221","-38.8947","K6V","0.66","918720.0","4000.0","0.7"
"534","* gam CrA","286.604625593135","-37.0634417014411","56.44","12.8701","-43.1593","-34.0163","F8V+F8V","1.26","1753920.0","6500.0","1.3"
"535","EGGR 378","319.73443171497","54.21145665108","56.46","25.1943","-21.3403","45.7993","DA3.4","","","",""
"536","Wolf 1450","82.4667586447042","-3.44168696269278","56.47","7.3899","55.8816","-3.39","dM3.5","","","",""
"537","StM 162","178.040894","3.956476","56.53","-56.3623","1.9279","3.9005","M4.0V","0.34","473280.0","3000.0","0.3"
"538","L   74-208","243.274690338759","-70.1522471695492","56.55","-8.6345","-17.1489","-53.1908","M4.5","0.34","473280.0","3000.0","0.3"
"539","LSPM J1837+2030","279.382545869426","20.5116762395492","56.58","8.6392","-52.2839","19.8255","M5.5","0.3","417600.0","3000.0","0.3"
"540","* q01 Eri","25.62214382373","-53.74083095924","56.58","30.173","14.4708","-45.6233","F9V","1.23","1712160.0","6500.0","1.3"
"541","* iot Hor","40.6394444495925","-50.800293093935","56.61","27.1499","23.3027","-43.8698","F8V","1.26","1753920.0","6500.0","1.3"
"542","G  21-13","276.02161694517","1.68781928652","56.62","5.9371","-56.2832","1.6677","M2.5V","0.42","584640.0","3000.0","0.3"
"543","WISE J044853.28-193548.6","72.2193658333333","-19.5989931388889","56.62","16.2885","50.7917","-18.9923","T5pec","","","",""
"544","HD 200968B","316.793286550475","-13.9240772298011","56.63","40.064","-37.6315","-13.6272","K7V","0.62","863040.0","4000.0","0.7"
"545","LP  768-712","26.78201856304","-14.41224922898","56.63","48.9642","24.7143","-14.095","M3.0","0.38","528960.0","3000.0","0.3"
"546","RX J1206.9+7007A","181.73233114849","70.13026041872","56.64","-19.2422","-0.582","53.2681","M3.5","0.38","528960.0","3000.0","0.3"
"547","Ross 1063","293.414343692343","39.5268373453922","56.65","17.3637","-40.0975","36.0543","M2V","0.42","584640.0","3000.0","0.3"
"548","G 136-72","227.520070113036","19.3576342553883","56.65","-36.0948","-39.4182","18.7774","dM4.0","","","",""
"549","LSPM J2127+5553","321.855552976147","55.8875085191331","56.68","24.9993","-19.6333","46.9275","M7.8","0.22","306240.0","3000.0","0.3"
"550","2MASS J11155037-6731332","168.959786680897","-67.5258726081922","56.69","-21.2696","4.1499","-52.3845","M8V","0.18","250560.0","3000.0","0.3"
"551","HD 200968","316.793254814638","-13.9229245188203","56.7","40.1137","-37.6782","-13.643","K1IV","0.86","1197120.0","4000.0","0.7"
"552","SIPS J0847-1532","131.86975572953","-15.54371398069","56.71","-36.4662","40.6854","-15.1968","L1.5","","","",""
"553","LEHPM 3115","47.250917","-49.41432","56.72","25.0481","27.0977","-43.0751","M4.5","0.34","473280.0","3000.0","0.3"
"554","RX J1206.9+7007B","181.73637064456","70.13096823733","56.73","-19.272","-0.5842","53.353","M4.4V","0.34","473280.0","3000.0","0.3"
"555","HD 283750","69.20100895942","27.1321911707","56.74","17.9307","47.2054","25.876","K2.5Ve","0.82","1141440.0","4000.0","0.7"
"556","* g Lup","235.297403362145","-44.6612060267514","56.75","-22.9804","-33.1847","-39.8903","F4V","1.38","1920960.0","6500.0","1.3"
"557","HD 283750B","69.18706638521","27.16431202323","56.75","17.9402","47.1958","25.9089","DC8","","","",""
"558","CD-36   491","19.31420230744","-35.71589267682","56.76","43.491","15.2424","-33.1346","M2.5V","0.42","584640.0","3000.0","0.3"
"559","WT 50","26.62228824896","-53.65905094887","56.76","30.0693","15.0722","-45.7205","M4.0Ve","0.34","473280.0","3000.0","0.3"
"560","*  37 Gem","103.82777649493","25.37569543139","56.77","-12.2592","49.8061","24.3289","G0V","1.1","1531200.0","5500.0","1.0"
"561","2MASS J15203974+3546210","230.165612","35.772511","56.82","-29.5307","-35.4006","33.2152","T0.0","","","",""
"562","APMPM J0452-5819","72.9055636256787","-58.3144575919078","56.86","8.7791","28.5467","-48.3847","M6V","0.26","361920.0","3000.0","0.3"
"563","BD+45  2688","274.129525575252","45.5578538155258","56.88","2.868","-39.7233","40.6099","M0V","0.5","696000.0","3000.0","0.3"
"564","Ross   19","34.762538260915","35.3551668157806","56.89","38.1173","26.4553","32.919","M3.5V","0.38","528960.0","3000.0","0.3"
"565","LSPM J0540+6417","85.0980791236567","64.2843304923472","56.91","2.1101","24.6032","51.2735","M8.5","0.18","250560.0","3000.0","0.3"
"566","2MASS J11243854-0421504","171.160584","-4.364011","56.92","-56.0809","8.7213","-4.3312","T7","","","",""
"567","2MASS J01115467-5053387","17.977793","-50.894104","56.92","34.1497","11.0813","-44.1689","T1.5","","","",""
"568","BD+01  2684","185.106386948096","0.5835684815849","56.93","-56.7011","-5.0668","0.5798","K7V","0.62","863040.0","4000.0","0.7"
"569","LP  464-57","1.83562146393292","12.5058779211111","56.94","55.5605","1.7806","12.3298","DC","","","",""
"570","EC 20173-3036","305.10607587551","-30.45406970994","56.95","28.233","-40.1624","-28.865","DC","","","",""
"571","WT 562","276.582327278873","-65.79466789124","56.95","2.6766","-23.196","-51.9431","M5","0.3","417600.0","3000.0","0.3"
"572","HD  35650","81.12570642031","-38.96965196607","56.95","6.8306","43.7474","-35.8163","K6V","0.66","918720.0","4000.0","0.7"
"573","HD 126053","215.813686560765","1.24156701935889","56.95","-46.1713","-33.3165","1.234","G1.5V","1.08","1503360.0","5500.0","1.0"
"574","V* CQ Tuc","1.57993551145708","-65.8405322758214","56.99","23.3159","0.6431","-51.9982","M4V","0.34","473280.0","3000.0","0.3"
"575","SIPS J0253-7959","43.43531346071","-79.98701862309","57.01","7.1979","6.8151","-56.1416","M5.5e","0.3","417600.0","3000.0","0.3"
"576","HD 193664","304.380533796952","66.8536890191105","57.02","12.6566","-18.4979","52.4301","G3V","1.04","1447680.0","5500.0","1.0"
"577","G 224-57","228.6939362","64.5626495","57.02","-16.1663","-18.3978","51.4922","M3.5V","0.38","528960.0","3000.0","0.3"
"578","Ross  439","142.222199281423","-7.37105801327028","57.04","-44.7114","34.654","-7.3179","M2.5","0.42","584640.0","3000.0","0.3"
"579","LP  455-12","304.68566614002","15.84617970134","57.04","31.2264","-45.1208","15.5751","M2.5V","0.42","584640.0","3000.0","0.3"
"580","G 161-34","142.232138905807","-7.36995846677556","57.04","-44.7175","34.6463","-7.3168","M4.5V","0.34","473280.0","3000.0","0.3"
"581","LP  708-589","28.4606494350429","-10.5371567671781","57.05","49.3094","26.729","-10.4329","M5.0","0.3","417600.0","3000.0","0.3"
